title,tyear,duration,score
Dear Frankie ,2004,105,7.8
All Hat ,2007,89,5.3
The Names of Love ,2010,100,7.2
Treading Water ,2013,92,6.2
Savage Grace ,2007,97,5.9
Out of the Blue ,2006,100,7.3
Police Academy ,1984,96,6.7
The Blue Lagoon ,1980,104,5.7
Four Weddings and a Funeral ,1994,117,7.1
Fast Times at Ridgemont High ,1982,90,7.2
Moby Dick ,1956,115,7.4
25th Hour,2002,108,7.7
Secrets and Lies             ,,43,7.7
Bound ,1996,109,7.4
Requiem for a Dream ,2000,102,8.4
State Fair ,1945,100,7.1
Tango ,1998,115,7.2
Salvador ,1986,122,7.5
Moms' Night Out ,2014,98,5.4
Donnie Darko ,2001,133,8.1
Saving Private Perez ,2011,105,6
Character ,1997,122,7.8
Spun ,2002,106,6.8
Life During Wartime ,2009,98,6.5
Lady Vengeance ,2005,112,7.7
Mozart's Sister ,2010,120,6.4
Mean Machine ,2001,99,6.5
Exiled ,2006,110,7.3
Blackthorn ,2011,102,6.6
Lilya 4-Ever,2002,109,7.9
After.Life ,2009,104,5.9
Fugly ,2014,134,4.7
One Flew Over the Cuckoo's Nest ,1975,133,8.7
R.L. Stine's Monsterville: The Cabinet of Souls ,2015,85,5.9
Silent Movie ,1976,87,6.7
Airlift ,2016,130,8.5
Anne of Green Gables             ,,199,8.4
Falcon Rising ,2014,103,5.8
The Sweeney ,2012,112,6.1
Sexy Beast ,2000,89,7.3
Easy Money ,2010,124,6.7
Whale Rider ,2002,101,7.6
Paa ,2009,133,7.2
Cargo ,2009,112,6.2
Pan ,2015,111,5.8
High School Musical ,2006,98,5.2
Animal Kingdom             ,,60,8.1
Love and Death on Long Island ,1997,93,7.1
Night Watch ,2004,104,6.5
The Crying Game ,1992,112,7.3
Porky's ,1981,94,6.2
Survival of the Dead ,2009,90,5
Night of the Living Dead ,1968,96,8
Lost in Translation ,2003,101,7.8
Annie Hall ,1977,93,8.1
The Greatest Show on Earth ,1952,152,6.7
Exodus: Gods and Kings ,2014,150,6.1
Monster's Ball ,2001,112,7.1
Maggie ,2015,95,5.6
Leaving Las Vegas ,1995,111,7.6
Hansel & Gretel Get Baked ,2013,86,4.3
The Return of the Living Dead ,1985,108,7.3
The Front Page ,1974,105,7.3
The Boy Next Door ,2015,91,4.6
Trapeze ,1956,105,6.8
Saving Grace             ,,60,7.5
The Kids Are All Right ,2010,106,7.1
They Live ,1988,93,7.3
The Great Escape ,1963,172,8.3
What the #$*! Do We (K)now!? ,2004,109,5.4
The Last Exorcism Part II ,2013,93,4
Boyhood ,2014,165,8
Scoop ,2006,96,6.7
Planet of the Apes ,2001,119,5.7
The Wash ,2001,93,4.6
3 Strikes,2000,82,4
The Cooler ,2003,101,7
The Misfits ,1961,120,7.4
The Night Listener ,2006,81,5.9
The Jerky Boys ,1995,82,4.6
My Soul to Take ,2010,107,4.8
The Orphanage ,2007,105,7.5
A Haunted House 2,2014,86,4.7
The Rules of Attraction ,2002,110,6.7
Topaz ,1969,127,6.3
Let's Go to Prison ,2006,90,6
Four Rooms ,1995,110,6.7
Secretary ,2002,104,7.1
The Real Cancun ,2003,96,2.7
Talk Radio ,1988,110,7.3
Waiting for Guffman ,1996,84,7.6
Love Stinks ,1999,94,5.8
You Kill Me ,2007,93,6.5
Thumbsucker ,2005,96,6.6
Red State ,2011,88,6.2
Mirrormask ,2005,101,6.9
Samsara ,2011,102,8.5
The Barbarians ,1987,87,4.8
The Art of Getting By ,2011,83,6.6
Zipper ,2015,103,5.7
Poolhall Junkies ,2002,99,7
The Loss of Sexual Innocence ,1999,106,5.4
Holy Motors ,2012,115,7.1
Joe ,2013,117,6.9
Shooting Fish ,1997,99,6.6
Prison ,1987,102,5.9
Psycho Beach Party ,2000,85,6.3
The Big Tease ,1999,86,6.3
"Buen Día, Ramón ",2013,120,7.7
Trust ,2010,106,7
An Everlasting Piece ,2000,103,6.3
Among Giants ,1998,93,5.9
Adore ,2013,112,6.2
The Velocity of Gary ,1998,100,5
Mondays in the Sun ,2002,113,7.7
Stake Land ,2010,98,6.5
Sonny with a Chance             ,,23,6.1
The Last Time I Committed Suicide ,1997,92,5.8
Futuro Beach ,2014,106,6.1
Another Happy Day ,2011,119,6
A Lonely Place to Die ,2011,99,6.3
Nothing ,2003,90,6.3
The Geographer Drank His Globe Away ,2013,120,7.5
1776,1972,168,7.6
Inescapable ,2012,93,5.2
Hell's Angels ,1930,96,7.8
Purple Violets ,2007,103,6.6
The Veil ,2016,93,4.7
The Loved Ones ,2009,84,6.7
No Vacancy ,2012,81,4.2
How to Fall in Love ,2012,84,6.3
The Perfect Wave ,2014,94,4.7
Ben-Hur ,2016,141,6
A Man for All Seasons ,1966,120,7.9
Network ,1976,121,8.1
Gone with the Wind ,1939,226,8.2
Desert Dancer ,2014,104,6
Major Dundee ,1965,152,6.8
Down for Life ,2009,92,7.3
Annie Get Your Gun ,1950,107,7
Four Lions ,2010,97,7.3
House of Sand ,2005,115,7.5
Defendor ,2009,95,6.8
The Pirate ,1948,102,7.1
The Good Heart ,2009,99,6.9
The History Boys ,2006,109,6.9
Unknown ,2011,113,6.9
M*A*S*H             ,,25,8.4
Midnight Cowboy ,1969,113,7.9
The Full Monty ,1997,91,7.2
Airplane! ,1980,88,7.8
Chain of Command ,2015,88,3.5
Friday ,1995,97,7.3
Menace II Society ,1993,97,7.5
Empire             ,,42,7.8
Creepshow 2,1987,85,6
The Ballad of Cable Hogue ,1970,121,7.3
In Cold Blood ,1967,134,8
The Nun's Story ,1959,149,7.6
Harper ,1966,121,7
Frenzy ,1972,116,7.5
The Witch ,2015,92,6.8
I Got the Hook Up ,1998,93,3.9
She's the One ,1996,96,6.1
Gods and Monsters ,1998,105,7.5
The Secret in Their Eyes ,2009,129,8.2
Day of the Dead ,1985,87,7.2
Train ,2008,94,4.8
Evil Dead II ,1987,37,7.8
Pootie Tang ,2001,81,5.2
Sharknado ,2013,97,3.3
La otra conquista ,1998,106,6.8
Trollhunter ,2010,103,7
Ira & Abby ,2006,101,6.5
The Watch ,2012,102,5.7
Winter Passing ,2005,98,6.4
D.E.B.S. ,2004,91,5.3
The Masked Saint ,2016,105,4.7
The Betrayed ,2008,98,6.1
Taxman ,1998,104,5.5
The Secret             ,,45,7.3
2:13,2009,96,4.8
"Batman: The Dark Knight Returns, Part 2",2013,148,8.4
Time to Choose ,2015,100,7
In the Name of the King: The Last Job ,2014,86,3.3
Wicked Blood ,2014,92,5.4
Dawn Patrol ,2014,88,4.8
Lords of London ,2014,90,3.1
High Anxiety ,1977,94,6.7
March of the Penguins ,2005,80,7.6
Margin Call ,2011,107,7.1
August ,2011,99,6.1
Choke ,2008,92,6.5
Whiplash ,2014,107,8.5
City of God ,2002,135,8.7
Human Traffic ,1999,99,7.1
Day One ,2012,102,6.6
The Dead Girl ,2006,93,6.7
The Hunt ,2012,115,8.3
A Christmas Story ,1983,94,8.1
Bella ,2006,91,7.4
Class of 1984,1982,98,6.6
The Opposite Sex ,2014,97,4.5
Dreaming of Joseph Lees ,1999,92,6.4
The Class ,2008,128,7.5
Rosemary's Baby ,1968,136,8
The Man Who Shot Liberty Valance ,1962,113,8.1
Adam ,2009,99,7.2
Maria Full of Grace ,2004,101,7.5
Beginners ,2010,105,7.2
Feast ,2005,95,6.4
Animal House ,1978,109,7.6
Goldfinger ,1964,110,7.8
Antiviral ,2012,108,5.7
It's a Wonderful Life ,1946,118,8.6
Trainspotting ,1996,94,8.2
The Original Kings of Comedy ,2000,115,6.6
Paranormal Activity 2,2010,98,5.7
Waking Ned Devine ,1998,91,7.4
Bowling for Columbine ,2002,120,8
Coming Home ,2014,109,7.3
A Nightmare on Elm Street 2: Freddy's Revenge,1985,87,5.4
A Room with a View ,1985,117,7.4
The Purge ,2013,85,5.7
Sinister ,2012,110,6.8
Martin Lawrence Live: Runteldat ,2002,113,5.4
Cat on a Hot Tin Roof ,1958,108,8.1
Beneath the Planet of the Apes ,1970,95,6.1
Air Bud ,1997,98,5.1
Pokémon 3: The Movie,2000,93,5.6
Jason Lives: Friday the 13th Part VI,1986,86,5.9
The Bridge on the River Kwai ,1957,161,8.2
Spaced Invaders ,1990,100,5.3
Family Plot ,1976,120,6.8
The Apartment ,1960,125,8.3
Jason Goes to Hell: The Final Friday ,1993,91,4.3
Torn Curtain ,1966,128,6.7
Dave Chappelle's Block Party ,2005,100,7.2
Slow West ,2015,84,6.9
Krush Groove ,1985,97,6.6
Next Day Air ,2009,84,5.9
Elmer Gantry ,1960,146,7.9
Judgment at Nuremberg ,1961,186,8.3
Trippin' ,1999,94,5.2
Robot Chicken             ,,11,7.8
Red River ,1948,126,7.8
Phat Girlz ,2006,99,3
Before Midnight ,2013,109,7.9
Teen Wolf Too ,1987,95,3.2
Phantasm II ,1988,97,6.5
Woman Thou Art Loosed ,2004,94,6.9
Real Women Have Curves ,2002,90,7
Deadline Gallipoli             ,,197,7.4
Water ,2005,117,7.8
East Is East ,1999,96,6.9
Whipped ,2000,82,4.4
Kama Sutra: A Tale of Love ,1996,109,6
Please Give ,2010,90,6.6
Willy Wonka & the Chocolate Factory ,1971,89,7.8
Warlock: The Armageddon ,1993,98,5.3
8 Heads in a Duffel Bag,1997,95,5.3
Days of Heaven ,1978,94,8
Thirteen Conversations About One Thing ,2001,104,7.1
Jawbreaker ,1999,87,5.4
Basquiat ,1996,108,6.9
Frances Ha ,2012,86,7.4
Tsotsi ,2005,94,7.3
Happiness ,1998,134,7.8
DysFunktional Family ,2003,89,6.6
Tusk ,2014,102,5.4
Oldboy ,2003,120,8.4
Letters to God ,2010,110,6.3
Hobo with a Shotgun ,2011,86,6.1
Compadres ,2016,101,5
Freeway ,1996,102,6.9
Love's Abiding Joy ,2006,87,7.2
Fish Tank ,2009,123,7.3
Damsels in Distress ,2011,99,5.7
Creature             ,,173,5
Bachelorette ,2012,87,5.3
BrainDead             ,,44,7.9
Brave New Girl ,2004,120,5
Tim and Eric's Billion Dollar Movie ,2012,93,5.3
The Gambler ,2014,111,6
The Grand             ,,60,7.6
Summer Storm ,2004,98,7.4
Fort McCoy ,2011,100,5.9
Chain Letter ,2009,88,4.1
Just Looking ,1999,97,6.7
The Divide ,2011,122,5.8
The Eclipse ,2009,86,6.2
Demonic ,2015,83,5.3
My Big Fat Independent Movie ,2005,80,3.3
Alice in Wonderland ,2010,108,6.5
The Deported ,2009,90,6.2
Tanner Hall ,2009,96,5.9
Open Road ,2013,85,5.5
They Came Together ,2014,83,5.5
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,80,2.6
Never Back Down 2: The Beatdown,2011,90,5.8
Point Blank ,1967,92,7.4
Four Single Fathers ,2009,100,5.1
Enter the Dangerous Mind ,2013,88,5.2
Something Wicked ,2014,95,4.8
AWOL-72,2015,82,3.9
Iguana ,1988,97,6.2
Cinderella ,2015,105,7
Chicago Overcoat ,2009,94,6.2
Barry Munday ,2010,95,5.9
Central Station ,1998,113,8
Pocketful of Miracles ,1961,136,7.3
Close Range ,2015,80,4.9
Boynton Beach Club ,2005,105,6.5
Amnesiac ,2014,90,4.3
Freakonomics ,2010,93,6.4
The Omen ,1976,107,7.6
High Tension ,2003,89,6.8
Griff the Invisible ,2010,90,6.1
Unnatural ,2015,89,4
Hustle & Flow ,2005,116,7.4
Some Like It Hot ,1959,120,8.3
Friday the 13th Part VII: The New Blood,1988,88,5.3
The Wizard of Oz ,1939,102,8.1
Young Frankenstein ,1974,106,8
Diary of the Dead ,2007,95,5.7
Lage Raho Munna Bhai ,2006,144,8.2
Ulee's Gold ,1997,113,7.1
The Black Stallion ,1979,118,7.4
Sardaar Ji ,2015,141,6.6
Journey to Saturn ,2008,90,5.7
Donovan's Reef ,1963,109,6.9
The Dress ,1996,95,7
A Guy Named Joe ,1943,122,7
Blazing Saddles ,1974,93,7.8
Friday the 13th: The Final Chapter,1984,97,5.9
Ida ,2013,82,7.4
Maurice ,1987,140,7.8
Beer League ,2006,86,6
The Astronaut's Wife ,1999,109,5.3
Riding Giants ,2004,105,7.9
Timecrimes ,2007,66,7.2
Silver Medallist ,2009,99,7.4
Timber Falls ,2007,100,5.3
Singin' in the Rain ,1952,103,8.3
"Fat, Sick & Nearly Dead ",2010,97,7.6
A Haunted House ,2013,86,5.1
2016: Obama's America,2012,87,5.1
Halloween II ,2009,119,4.9
That Thing You Do! ,1996,149,6.9
Halloween III: Season of the Witch ,1982,98,4.6
Escape from the Planet of the Apes ,1971,98,6.3
Hud ,1963,112,7.9
Kevin Hart: Let Me Explain ,2013,75,6.7
My Own Private Idaho ,1991,104,7.1
Garden State ,2004,102,7.6
Before Sunrise ,1995,105,8.1
Sur le seuil ,2003,99,6.6
Jesus' Son ,1999,107,7
Saving Face ,2004,96,7.6
Brick Lane ,2007,101,6.7
Robot & Frank ,2012,89,7.1
My Life Without Me ,2003,106,7.6
The Spectacular Now ,2013,95,7.1
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,1990,34,7.1
Religulous ,2008,101,7.7
Fuel ,2008,112,7.6
Valley of the Heart's Delight ,2006,100,6.6
Dodgeball: A True Underdog Story ,2004,92,6.7
Eye of the Dolphin ,2006,100,5.7
8: The Mormon Proposition,2010,80,7.1
The Other End of the Line ,2008,106,6.2
Anatomy ,2000,103,6.1
Sleep Dealer ,2008,90,5.9
Super ,2010,96,6.8
Christmas Mail ,2010,89,5.8
Stung ,2015,87,5
Antibirth ,2016,94,6.3
Get on the Bus ,1996,120,6.8
Thr3e,2006,101,5.1
Idiocracy ,2006,84,6.6
The Rise of the Krays ,2015,110,5
This Is England ,2006,101,7.7
Alien Uprising ,2012,101,3.1
Bathing Beauty ,1944,101,6.5
Go for It! ,2011,105,3.9
"Dancer, Texas Pop. 81",1998,97,6.8
Show Boat ,1951,108,7
Redemption Road ,2010,95,5.9
The Calling ,2014,108,5.8
The Brave Little Toaster ,1987,90,7.3
Fantasia ,1940,120,7.8
The French Connection ,1971,104,7.8
8 Days,2014,90,6.9
Friday the 13th Part III,1982,91,5.7
Friday the 13th: A New Beginning,1985,92,4.7
The Last Sin Eater ,2007,117,5.9
Do You Believe? ,2015,120,5.9
Impact Point ,2008,90,4.3
The Valley of Decision ,1945,119,7.5
Eden ,2015,90,4.8
Chicken Tikka Masala ,2005,90,5.8
Always Woodstock ,2014,97,5.3
Jack Brooks: Monster Slayer ,2007,90,6
The Best Years of Our Lives ,1946,172,8.1
Bully ,2001,115,7
Elling ,2001,89,7.6
Mi America ,2015,125,7.2
[Rec] ,2007,78,7.5
Lies in Plain Sight ,2010,89,6.3
Sharkskin ,2015,100,6.7
Containment ,2015,77,4.8
The Timber ,2015,81,5.5
From Russia with Love ,1963,115,7.5
The Toxic Avenger Part II ,1989,96,5.1
In the Heat of the Night             ,,60,7.4
Sleeper ,1973,89,7.3
It Follows ,2014,100,6.9
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,1972,88,6.8
To Kill a Mockingbird ,1962,129,8.4
Mad Max 2: The Road Warrior,1981,87,7.6
The Legend of Drunken Master ,1994,102,7.6
Lolita ,1962,152,7.7
Boys Don't Cry ,1999,118,7.6
Silent House ,2011,86,5.3
The Lives of Others ,2006,137,8.5
Courageous ,2011,129,7
The Hustler ,1961,134,8
Boom Town ,1940,119,7.1
The Triplets of Belleville ,2003,80,7.8
Smoke Signals ,1998,89,7.2
American Splendor ,2003,101,7.5
Before Sunset ,2004,80,8
Amores Perros ,2000,115,8.1
Thirteen ,2003,100,6.8
Gentleman's Agreement ,1947,118,7.4
Winter's Bone ,2010,100,7.2
Touching the Void ,2003,106,8.1
Alexander's Ragtime Band ,1938,106,7
Me and You and Everyone We Know ,2005,91,7.4
Inside Job ,2010,105,8.3
We Are Your Friends ,2015,96,6.1
Ghost Dog: The Way of the Samurai ,1999,116,7.5
Harsh Times ,2005,116,7
Captive ,2015,97,5.3
Full Frontal ,2002,101,4.7
Witchboard ,1986,98,5.7
Strangers with Candy             ,,22,8.1
Hamlet ,1996,150,7.8
Shortbus ,2006,101,6.5
Waltz with Bashir ,2008,90,8
"The Book of Mormon Movie, Volume 1: The Journey",2003,120,3.3
No End in Sight ,2007,102,8.3
The Diary of a Teenage Girl ,2015,102,6.9
Get Real             ,,60,7.3
In the Shadow of the Moon ,2007,100,8.1
Meek's Cutoff ,2010,104,6.5
Inside Deep Throat ,2005,89,6.8
Dinner Rush ,2000,99,7.3
Clockwatchers ,1997,96,6.4
The Virginity Hit ,2010,86,4.6
Subway ,1985,98,6.5
House of D ,2004,96,7
Teeth ,2007,94,5.4
Six-String Samurai ,1998,91,6.7
Hum To Mohabbat Karega ,2000,,2.8
It's All Gone Pete Tong ,2004,90,7.4
Saint John of Las Vegas ,2009,85,5.8
24 7: Twenty Four Seven,1997,96,7.1
Stonewall ,2015,129,4.5
Eureka             ,,60,7.9
Roadside Romeo ,2008,93,5.3
This Thing of Ours ,2003,100,5.4
The Lost Medallion: The Adventures of Billy Stone ,2013,97,4.8
The Last Five Years ,2014,94,5.9
The Missing Person ,2009,95,6.2
Return of the Living Dead III ,1993,97,5.9
London ,2005,92,6.6
Sherrybaby ,2006,96,6.6
Stealing Harvard ,2002,85,5.1
Circle ,2015,87,6
Eden Lake ,2008,91,6.8
Plush ,2013,99,5.4
Vampire Killers ,2009,88,5.2
Gangster's Paradise: Jerusalema ,2008,119,7.8
Freeze Frame ,2004,99,6.4
Grave Encounters ,2011,92,6.1
Stitches ,2012,86,5.7
Nine Dead ,2010,83,5.5
"To Be Frank, Sinatra at 100",2015,81,7.4
Bananas ,1971,82,7.1
Supercapitalist ,2012,102,3.9
Rockaway ,2007,90,4.6
Wings             ,,30,7.3
The Lady from Shanghai ,1947,92,7.7
No Man's Land: The Rise of Reeker ,2008,88,4.9
Highway ,2002,97,6.3
Small Apartments ,2012,96,6.1
Coffee Town ,2013,87,6.6
The Ghastly Love of Johnny X ,2012,106,5.7
All Is Bright ,2013,107,5.6
The Torture Chamber of Dr. Sadism ,1967,80,6
Straight A's ,2013,91,5.7
A Funny Thing Happened on the Way to the Forum ,1966,99,7
Slacker Uprising ,2007,102,5.3
The Legend of Hell's Gate: An American Conspiracy ,2011,108,4.4
The Walking Deceased ,2015,88,3.4
The Curse of Downers Grove ,2015,89,4.5
Shark Lake ,2015,92,3.4
River's Edge ,1986,99,7.1
Northfork ,2003,103,6.4
The Marine 4: Moving Target,2015,90,5.2
Buried ,2010,95,7
Submarine ,2010,97,7.3
The Square ,2013,108,8.1
One to Another ,2006,95,5.8
Carrie ,2013,100,5.9
ABCD (Any Body Can Dance) ,2013,160,6.4
A Nightmare on Elm Street ,1984,101,7.5
Man on Wire ,2008,90,7.8
Abandoned ,2015,86,6.3
Brotherly Love ,2015,89,7.2
The Last Exorcism ,2010,87,5.6
Nowhere Boy ,2009,98,7.2
A Streetcar Named Desire ,1951,125,8
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1964,95,8.5
El crimen del padre Amaro ,2002,118,6.8
Beasts of the Southern Wild ,2012,93,7.3
Battle for the Planet of the Apes ,1973,96,5.5
Songcatcher ,2000,109,7.3
Higher Ground ,2011,109,6.3
Vaalu ,2015,155,5.1
The Greatest Movie Ever Sold ,2011,90,6.6
Ed and His Dead Mother ,1993,93,6.1
Travelers and Magicians ,2003,108,7.5
Hang 'Em High ,1968,114,7
Deadline - U.S.A. ,1952,87,7.2
Sublime ,2007,113,5.3
A Beginner's Guide to Snuff ,2016,87,8.7
Independence Daysaster ,2013,90,3.4
Dysfunctional Friends ,2012,111,5.4
Run Lola Run ,1998,81,7.8
May ,2002,93,6.7
Against the Wild ,2013,90,4.7
Living Dark: The Story of Ted the Caver ,2013,112,6.3
Under the Same Moon ,2007,106,7.4
Conquest of the Planet of the Apes ,1972,88,6.1
In the Bedroom ,2001,138,7.5
I Spit on Your Grave ,2010,105,6.3
"Happy, Texas ",1999,98,6.3
My Summer of Love ,2004,86,6.8
The Lunchbox ,2013,104,7.8
Yes ,2004,100,6.9
You Can't Take It with You ,1938,126,8
From Here to Eternity ,1953,118,7.8
She Wore a Yellow Ribbon ,1949,103,7.4
Grace Unplugged ,2013,102,6.1
Foolish ,1999,84,4.3
N-Secure ,2010,,3.5
Caramel ,2007,95,7.2
Out of the Dark ,2014,92,4.7
The Bubble ,2006,90,7.3
The Conversation ,1974,113,7.9
Dil Jo Bhi Kahey... ,2005,,5.1
Mississippi Mermaid ,1969,123,7.2
I Love Your Work ,2003,111,5.4
Cabin Fever ,2016,99,3.7
Dawn of the Dead ,2004,110,7.4
Waitress ,2007,108,7.1
Bloodsport ,1988,92,6.8
Mr. Smith Goes to Washington ,1939,120,8.2
Kids ,1995,91,7
The Squid and the Whale ,2005,88,7.4
Kissing Jessica Stein ,2001,97,6.7
"A Woman, a Gun and a Noodle Shop ",2009,95,5.7
Kickboxer: Vengeance ,2016,90,9.1
Spellbound ,1945,95,7.6
Exotica ,1994,103,7.2
Buffalo '66,1998,110,7.5
Insidious ,2010,103,6.8
Repo Man ,1984,92,6.9
Nine Queens ,2000,114,7.9
The Gatekeepers ,2012,101,7.6
The Ballad of Jack and Rose ,2005,112,6.7
The To Do List ,2013,104,5.8
Killing Zoe ,1993,99,6.5
The Believer ,2001,98,7.2
Snow Angels ,2007,107,6.9
Unsullied ,2014,93,5.5
Session 9,2001,100,6.5
I Want Someone to Eat Cheese With ,2006,80,6.2
Mooz-Lum ,2010,94,6.7
Hatchet ,2006,93,5.7
Modern Times ,1936,87,8.6
Stolen Summer ,2002,91,6.5
My Name Is Bruce ,2007,84,6.3
The Salon ,2005,90,4.3
Road Hard ,2015,98,6.1
Forty Shades of Blue ,2005,108,6
Amigo ,2010,124,5.8
Pontypool ,2008,95,6.7
Trucker ,2008,90,6.7
Me You and Five Bucks ,2015,93,7.6
The Lords of Salem ,2012,101,5.1
Housebound ,2014,107,6.8
Wal-Mart: The High Cost of Low Price ,2005,20,6.8
Fetching Cody ,2005,87,6.8
Once Upon a Time in Queens ,2013,98,6.3
Closer to the Moon ,2014,112,7.1
Mutant World ,2014,82,2.8
Growing Up Smith ,2015,102,8.2
Checkmate ,2015,97,3.1
Jack Reacher ,2012,130,7
#Horror ,2015,101,3.3
Wind Walkers ,2015,93,3.6
Snow White and the Seven Dwarfs ,1937,83,7.7
The Holy Girl ,2004,106,6.7
Shalako ,1968,113,5.5
Incident at Loch Ness ,2004,94,6.6
The Dog Lover ,2016,101,4.8
Girl House ,2014,99,5.5
The Blue Room ,2014,76,6.3
House at the End of the Drive ,2014,91,6.9
Batman: The Movie ,1966,105,6.5
"Lock, Stock and Two Smoking Barrels ",1998,120,8.2
The Ballad of Gregorio Cortez ,1982,105,7.1
The Streets of San Francisco             ,,120,7.3
The Celebration ,1998,105,8.1
Trees Lounge ,1996,95,7.2
Journey from the Fall ,2006,135,7.4
The Basket ,1999,105,6.5
Eddie: The Sleepwalking Cannibal ,2012,83,5.7
Mercury Rising ,1998,111,6.1
Space: Above and Beyond             ,,60,7.7
Queen of the Mountains ,2014,135,8.7
Def-Con 4,1985,88,4.3
The Hebrew Hammer ,2003,87,6.2
Neal 'N' Nikki ,2005,97,3.3
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,82,2.7
Forget Me Not ,2009,103,5.2
Rebecca ,1940,130,8.2
Friday the 13th Part 2,1981,87,6.1
The Lost Weekend ,1945,101,8
C.H.U.D. ,1984,96,5.5
Filly Brown ,2012,80,5.7
The Lion of Judah ,2011,87,3.7
Niagara ,1953,92,7.1
How Green Was My Valley ,1941,118,7.8
The Girlfriend Experience             ,,27,7.3
Da Sweet Blood of Jesus ,2014,123,4.1
"Sex, Lies, and Videotape ",1989,100,7.2
Saw ,2004,103,7.7
Super Troopers ,2001,100,7.1
The Algerian ,2014,99,7.6
The Amazing Catfish ,2013,89,7
The Day the Earth Stood Still ,2008,104,5.5
Monsoon Wedding ,2001,114,7.4
You Can Count on Me ,2000,111,7.7
The Trouble with Harry ,1955,99,7.2
Lucky Number Slevin ,2006,110,7.8
But I'm a Cheerleader ,1999,85,6.6
Home Run ,2013,113,6
Reservoir Dogs ,1992,99,8.4
The Blue Bird ,1940,83,6.5
"The Good, the Bad and the Ugly ",1966,142,8.9
The Second Mother ,2015,112,7.9
Blue Like Jazz ,2012,108,6
Down and Out with the Dolls ,2001,88,6.1
"Pink Ribbons, Inc. ",2011,97,7.4
Certifiably Jonathan ,2007,85,6.2
Q ,2011,103,5.6
The Knife of Don Juan ,2013,110,7.2
Grand Theft Parsons ,2003,88,6.1
Extreme Movie ,2008,76,3.8
The Charge of the Light Brigade ,1936,100,7.1
Below Zero ,2011,99,4.5
Crowsnest ,2012,84,3.8
Airborne ,1993,91,6.2
Cotton Comes to Harlem ,1970,97,6.6
The Wicked Within ,2015,84,4.6
Bleeding Hearts ,2015,100,4.2
Waiting... ,2005,94,6.8
Dead Man's Shoes ,2004,90,7.7
Wolf Creek             ,,,7.1
From a Whisper to a Scream ,1987,92,5.9
Sex with Strangers ,2002,105,4.7
Dracula: Pages from a Virgin's Diary ,2002,73,7
Faith Like Potatoes ,2006,116,6.9
Beyond the Black Rainbow ,2010,110,6.1
The Raid: Redemption ,2011,102,7.6
The Dead Undead ,2010,89,3
The Vatican Exorcisms ,2013,76,2.6
Casablanca ,1942,82,8.6
Lake Mungo ,2008,89,6.1
Rocket Singh: Salesman of the Year ,2009,150,7.5
Silent Running ,1972,89,6.7
Rocky ,1976,145,8.1
The Sleepwalker ,2014,91,4.9
The Fog ,1980,89,6.8
Tom Jones ,1963,121,6.8
Unfriended ,2014,83,5.7
Taxi Driver ,1976,110,8.3
The Howling ,1981,91,6.6
Dr. No ,1962,110,7.3
Chernobyl Diaries ,2012,86,5
Hellraiser ,1987,86,7
God's Not Dead 2,2016,120,3.4
Cry_Wolf ,2005,90,5.9
Godzilla 2000,1999,99,6
Blue Valentine ,2010,112,7.4
Transamerica ,2005,103,7.4
The Devil Inside ,2012,83,4.2
Beyond the Valley of the Dolls ,1970,109,6.2
Love Me Tender ,1956,89,6.2
An Inconvenient Truth ,2006,96,7.5
Sands of Iwo Jima ,1949,109,7.2
Shine a Light ,2008,122,7.2
The Green Inferno ,2013,100,5.4
Departure ,2015,109,7
The Sessions ,2012,95,7.2
"Food, Inc. ",2008,94,7.9
October Baby ,2011,107,6.8
Next Stop Wonderland ,1998,104,6.7
Juno ,2007,96,7.5
The Skeleton Twins ,2014,93,6.8
Martha Marcy May Marlene ,2011,102,6.9
Obvious Child ,2014,84,6.8
Frozen River ,2008,97,7.2
20 Feet from Stardom,2013,91,7.4
Two Girls and a Guy ,1997,84,5.6
Walking and Talking ,1996,86,6.8
The Full Monty ,1997,91,7.2
Who Killed the Electric Car? ,2006,92,7.7
The Broken Hearts Club: A Romantic Comedy ,2000,94,7
Bubba Ho-Tep ,2002,92,7.2
Goosebumps ,2015,103,6.4
Slam ,1998,100,7.2
Brigham City ,2001,119,7.2
Fiza ,2000,167,6.2
History of the World: Part I ,1981,92,6.9
Orgazmo ,1997,92,6.2
All the Real Girls ,2003,108,6.9
Dream with the Fishes ,1997,97,7
Blue Car ,2002,88,6.7
Luminarias ,2000,100,3.6
Palo Alto ,2013,100,6.3
Ajami ,2009,124,7.4
Wristcutters: A Love Story ,2006,88,7.4
I Origins ,2014,106,7.3
The Battle of Shaker Heights ,2003,79,6.1
The Lovely Bones ,2009,135,6.7
The Act of Killing ,2012,96,8.2
Taxi to the Dark Side ,2007,53,7.7
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,2006,97,7.3
Guiana 1838,2004,120,7.4
Lisa Picard Is Famous ,2000,90,5.7
Antarctica: A Year on Ice ,2013,91,7.6
A Lego Brickumentary ,2014,93,6.8
Hardflip ,2012,112,5.6
